Timestamp,Location,Vehicle Count,Avg Speed,Density
2025-04-09 16:28:19.704588,CRP Square,23,52,19.73
2025-04-09 16:28:29.705895,Jaydev Vihar,70,78,105.48
2025-04-09 16:28:29.705895,Rupali Square,34,22,19.39
2025-04-09 16:28:29.707729,CRP Square,19,61,9.97
2025-04-09 16:28:39.710310,Jaydev Vihar,47,33,50.9
2025-04-09 16:28:39.710310,Rupali Square,120,74,80.41
2025-04-09 16:28:39.716160,CRP Square,61,66,76.89
2025-04-09 16:28:49.718681,Jaydev Vihar,20,27,11.39
2025-04-09 16:28:49.718681,Rupali Square,24,75,23.03
2025-04-09 16:28:49.719824,CRP Square,34,69,25.24
2025-04-09 16:28:59.721480,Jaydev Vihar,68,62,53.84
2025-04-09 16:28:59.721480,Rupali Square,108,59,86.61
2025-04-09 16:28:59.723687,CRP Square,58,30,56.3
2025-04-09 16:29:09.725394,Jaydev Vihar,11,27,20.84
2025-04-09 16:29:09.726659,Rupali Square,15,29,14.79
2025-04-09 16:29:09.726659,CRP Square,96,47,75.21
2025-04-09 16:29:19.731681,Jaydev Vihar,132,64,83.98
2025-04-09 16:29:19.732887,Rupali Square,102,49,53.15
2025-04-09 16:29:19.734295,CRP Square,69,50,53.96
2025-04-09 16:29:29.736277,Jaydev Vihar,146,21,104.69
2025-04-09 16:29:29.737696,Rupali Square,65,76,57.65
2025-04-09 16:29:29.738710,CRP Square,110,31,78.29
2025-04-09 16:29:39.741163,Jaydev Vihar,71,61,124.26
2025-04-09 16:29:39.742432,Rupali Square,87,47,49.49
2025-04-09 16:29:39.743543,CRP Square,118,73,214.15
2025-04-09 16:29:49.744568,Jaydev Vihar,59,36,32.6
2025-04-09 16:29:49.744568,Rupali Square,61,33,35.34
2025-04-09 16:29:49.744568,CRP Square,140,55,80.46
2025-04-09 16:29:59.748127,Jaydev Vihar,41,62,26.15
2025-04-09 16:29:59.749441,Rupali Square,96,50,75.19
2025-04-09 16:29:59.750710,CRP Square,15,40,9.39
2025-04-09 16:30:09.752341,Jaydev Vihar,37,60,22.21
2025-04-09 16:30:09.753569,Rupali Square,69,34,73.77
2025-04-09 16:30:09.754602,CRP Square,15,28,15.4
2025-04-09 16:30:19.755658,Jaydev Vihar,141,42,85.19
2025-04-09 16:30:19.755658,Rupali Square,80,53,94.09
2025-04-09 16:30:19.757797,CRP Square,73,37,79.59
2025-04-09 16:30:29.759709,Jaydev Vihar,40,72,29.21
2025-04-09 16:30:29.760931,Rupali Square,105,61,58.98
2025-04-09 16:30:29.762231,CRP Square,51,24,79.5
2025-04-09 16:30:39.763172,Jaydev Vihar,34,32,30.08
2025-04-09 16:30:39.764578,Rupali Square,32,55,21.16
2025-04-09 16:30:39.766712,CRP Square,114,45,98.27
2025-04-09 16:30:49.769708,Jaydev Vihar,23,73,14.46
2025-04-09 16:30:49.770950,Rupali Square,99,39,60.26
2025-04-09 16:30:49.770950,CRP Square,16,42,16.36
2025-04-09 16:30:59.772471,Jaydev Vihar,71,53,67.48
2025-04-09 16:30:59.773764,Rupali Square,17,57,9.67
2025-04-09 16:30:59.775203,CRP Square,103,54,57.8
2025-04-09 16:31:09.777372,Jaydev Vihar,103,56,57.68
2025-04-09 16:31:09.777372,Rupali Square,19,27,11.45
2025-04-09 16:31:09.779453,CRP Square,114,66,100.77
2025-04-09 16:31:19.780490,Jaydev Vihar,25,64,31.26
2025-04-09 16:31:19.781933,Rupali Square,49,31,48.78
2025-04-09 16:31:19.783638,CRP Square,59,57,106.63
2025-04-09 16:31:29.785973,Jaydev Vihar,16,31,14.54
2025-04-09 16:31:29.787219,Rupali Square,98,36,54.56
2025-04-09 16:31:29.787219,CRP Square,139,21,268.29
2025-04-09 16:31:39.789598,Jaydev Vihar,57,59,33.29
2025-04-09 16:31:39.791116,Rupali Square,12,72,14.2
2025-04-09 16:31:39.793131,CRP Square,132,79,195.34
2025-04-09 16:31:49.796761,Jaydev Vihar,50,78,49.86
2025-04-09 16:31:49.801990,Rupali Square,13,76,12.5
2025-04-09 16:31:49.803975,CRP Square,34,23,38.11
2025-04-09 16:31:59.807827,Jaydev Vihar,139,29,149.63
2025-04-09 16:31:59.809884,Rupali Square,85,78,88.54
2025-04-09 16:31:59.809884,CRP Square,67,42,41.2
2025-04-09 16:32:09.822142,Jaydev Vihar,142,41,98.79
2025-04-09 16:32:09.823570,Rupali Square,89,40,48.04
2025-04-09 16:32:09.825699,CRP Square,17,26,15.33
2025-04-09 16:32:19.828654,Jaydev Vihar,44,54,25.96
2025-04-09 16:32:19.830022,Rupali Square,108,54,74.38
2025-04-09 16:32:19.831329,CRP Square,130,72,130.49
2025-04-09 16:32:29.833054,Jaydev Vihar,51,31,28.24
2025-04-09 16:32:29.833054,Rupali Square,143,40,215.12
2025-04-09 16:32:29.833054,CRP Square,77,42,69.85
2025-04-09 16:32:39.836130,Jaydev Vihar,145,32,73.75
2025-04-09 16:32:39.837587,Rupali Square,64,59,76.94
2025-04-09 16:32:39.837587,CRP Square,97,67,105.73
2025-04-09 16:32:49.840038,Jaydev Vihar,118,72,71.25
2025-04-09 16:32:49.840038,Rupali Square,57,20,72.9
2025-04-09 16:32:49.840038,CRP Square,127,79,74.37
2025-04-09 16:32:59.843379,Jaydev Vihar,120,38,74.43
2025-04-09 16:32:59.844620,Rupali Square,29,20,27.56
2025-04-09 16:32:59.844620,CRP Square,114,66,68.38
2025-04-09 16:33:09.846714,Jaydev Vihar,127,20,186.37
2025-04-09 16:33:09.847992,Rupali Square,66,77,57.4
2025-04-09 16:33:09.847992,CRP Square,79,47,43.76
2025-04-09 16:33:19.850103,Jaydev Vihar,46,74,59.49
2025-04-09 16:33:19.850103,Rupali Square,118,43,149.17
2025-04-09 16:33:19.850103,CRP Square,131,23,101.92
2025-04-09 16:33:29.855309,Jaydev Vihar,13,77,8.52
2025-04-09 16:33:29.855309,Rupali Square,97,56,105.56
2025-04-09 16:33:29.857675,CRP Square,140,34,88.13
2025-04-09 16:33:39.858934,Jaydev Vihar,101,65,131.12
2025-04-09 16:33:39.858934,Rupali Square,10,62,11.45
2025-04-09 16:33:39.861603,CRP Square,77,35,38.53
2025-04-09 16:33:49.863502,Jaydev Vihar,132,60,102.88
2025-04-09 16:33:49.864750,Rupali Square,119,25,64.89
2025-04-09 16:33:49.864750,CRP Square,61,37,96.65
2025-04-09 16:33:59.867123,Jaydev Vihar,73,55,75.8
2025-04-09 16:33:59.868548,Rupali Square,99,41,67.14
2025-04-09 16:33:59.870219,CRP Square,89,62,45.37
2025-04-09 16:34:09.877718,Jaydev Vihar,52,51,34.02
2025-04-09 16:34:09.893277,Rupali Square,49,50,47.16
2025-04-09 16:34:09.898897,CRP Square,100,61,75.06
2025-04-09 16:34:19.902335,Jaydev Vihar,140,80,188.09
2025-04-09 16:34:19.902335,Rupali Square,147,73,93.86
2025-04-09 16:34:19.904837,CRP Square,36,64,27.99
2025-04-09 16:34:29.908520,Jaydev Vihar,29,48,48.83
2025-04-09 16:34:29.910885,Rupali Square,96,68,119.73
2025-04-09 16:34:29.913195,CRP Square,16,34,19.36
2025-04-09 16:34:39.915635,Jaydev Vihar,105,59,65.07
2025-04-09 16:34:39.918594,Rupali Square,93,43,130.56
2025-04-09 16:34:39.920611,CRP Square,97,41,84.95
2025-04-09 16:34:49.923047,Jaydev Vihar,12,62,11.49
2025-04-09 16:34:49.924477,Rupali Square,99,45,53.74
2025-04-09 16:34:49.926702,CRP Square,52,76,74.14
2025-04-09 16:34:59.928768,Jaydev Vihar,140,24,75.22
2025-04-09 16:34:59.931212,Rupali Square,91,33,158.07
2025-04-09 16:34:59.932507,CRP Square,70,69,72.72
2025-04-09 16:35:09.936902,Jaydev Vihar,82,44,81.69
2025-04-09 16:35:09.940267,Rupali Square,35,50,35.77
2025-04-09 16:35:09.942586,CRP Square,24,37,17.62
2025-04-09 16:35:19.946217,Jaydev Vihar,93,70,51.96
2025-04-09 16:35:19.947653,Rupali Square,18,69,12.95
2025-04-09 16:35:19.949797,CRP Square,131,75,194.39
2025-04-09 16:35:29.952120,Jaydev Vihar,74,53,38.5
2025-04-09 16:35:29.954202,Rupali Square,69,49,74.15
2025-04-09 16:35:29.955315,CRP Square,107,61,54.79
2025-04-09 16:35:39.958443,Jaydev Vihar,119,33,107.46
2025-04-09 16:35:39.959854,Rupali Square,126,45,66.32
2025-04-09 16:35:39.962053,CRP Square,87,30,46.88
2025-04-09 16:35:49.963868,Jaydev Vihar,109,37,63.57
2025-04-09 16:35:49.965586,Rupali Square,138,42,73.11
2025-04-09 16:35:49.969329,CRP Square,14,21,19.96
2025-04-09 16:35:59.973011,Jaydev Vihar,77,53,41.39
2025-04-09 16:35:59.974452,Rupali Square,43,74,35.07
2025-04-09 16:35:59.976733,CRP Square,80,53,47.3
2025-04-09 16:36:09.978865,Jaydev Vihar,18,63,20.73
2025-04-09 16:36:09.980390,Rupali Square,104,56,53.37
2025-04-09 16:36:09.981998,CRP Square,147,67,127.73
